event	flair	bambu	rnabloom	isotools	annotation	gene	species	type	longest_annotation
event	flair	bambu	rnabloom	isotools	annotation	gene	species	type	longest_annotation
ENSMUSG00000024985_1_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_1_alternative	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_2_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_2_alternative	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_3_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_3_alternative	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_4_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_4_alternative	T	T	T	F	T	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_5_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_5_alternative	T	T	T	F	T	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_6_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_6_alternative	T	T	T	T	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_7_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_7_alternative	T	T	T	F	T	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_8_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_8_alternative	T	T	T	F	T	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_9_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_9_alternative	T	F	T	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_10_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_10_alternative	F	F	T	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_11_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_11_alternative	F	F	T	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_12_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_12_alternative	F	F	T	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_13_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_13_alternative	F	F	T	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_14_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_14_alternative	F	F	T	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_15_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_15_alternative	F	F	F	F	T	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_16_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_16_alternative	F	F	T	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_17_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_17_alternative	F	F	T	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_18_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_18_alternative	F	F	T	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_19_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_19_alternative	F	F	T	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_20_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_20_alternative	T	F	F	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_21_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_21_alternative	F	T	F	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_22_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_22_alternative	F	F	F	F	T	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_23_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_23_alternative	F	T	F	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_24_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_24_alternative	T	F	F	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_25_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_25_alternative	F	F	T	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_26_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_26_alternative	T	F	F	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_27_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_27_alternative	F	T	F	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_28_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_28_alternative	F	F	F	F	T	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_29_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_29_alternative	F	F	T	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_30_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_30_alternative	T	F	F	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
ENSMUSG00000024985_31_canonical	T	T	T	T	T	ENSMUSG00000024985	mus_musculus	canonical	F
ENSMUSG00000024985_31_alternative	F	F	T	F	F	ENSMUSG00000024985	mus_musculus	alternative	F
event	flair	bambu	rnabloom	isotools	annotation	gene	species	type	longest_annotation
ENSMUSG00000019843_1_canonical	T	T	T	T	T	ENSMUSG00000019843	mus_musculus	canonical	F
ENSMUSG00000019843_1_alternative	T	T	T	T	T	ENSMUSG00000019843	mus_musculus	alternative	F
ENSMUSG00000019843_2_canonical	T	T	T	T	T	ENSMUSG00000019843	mus_musculus	canonical	F
ENSMUSG00000019843_2_alternative	T	T	T	T	T	ENSMUSG00000019843	mus_musculus	alternative	F
ENSMUSG00000019843_3_canonical	T	T	T	T	T	ENSMUSG00000019843	mus_musculus	canonical	F
ENSMUSG00000019843_3_alternative	F	F	T	F	F	ENSMUSG00000019843	mus_musculus	alternative	F
ENSMUSG00000019843_4_canonical	T	T	T	T	T	ENSMUSG00000019843	mus_musculus	canonical	F
ENSMUSG00000019843_4_alternative	F	F	T	F	F	ENSMUSG00000019843	mus_musculus	alternative	F
ENSMUSG00000019843_5_canonical	T	T	T	T	T	ENSMUSG00000019843	mus_musculus	canonical	F
ENSMUSG00000019843_5_alternative	F	F	F	T	F	ENSMUSG00000019843	mus_musculus	alternative	F
ENSMUSG00000019843_6_canonical	T	T	T	T	T	ENSMUSG00000019843	mus_musculus	canonical	F
ENSMUSG00000019843_6_alternative	F	F	T	F	F	ENSMUSG00000019843	mus_musculus	alternative	F
